question,ground_truth,question_i,llm,context,llm_answer,answer_similarity,questions,ground_truths,context_r,Experiment
كم تبلغ قيمة التكاليف القضائية للدعاوى الجزائية الخاصة؟,عشرة آلاف ريال.,10,GroundTruthLLM,تُقدّر التكاليف القضائية في الدعاوى غير محددة القيمة على النحو الآتي:  1- الدعاوى الجزائية الخاصة؛ عشرة آلاف ريال.  2- الدعاوى التي تُنظر لدى المحاكم التجارية والدوائر التجارية؛ خمسة آلاف ريال.  3- الدعاوى المستعجلة أيًا كانت المحكمة أو الدائرة التي تنظرها؛ ثلاثة آلاف ريال.  4- الدعاوى التي تُنظر لدى المحاكم العامة؛ ثلاثة آلاف ريال.  5- منازعات التنفيذ؛ ثلاثة آلاف ريال.  6- الدعاوى التي تُنظر لدى المحاكم العمالية والدوائر العمالية؛ ألفا ريال.,عشرة آلاف ريال.,5,كم تبلغ قيمة التكاليف القضائية للدعاوى الجزائية الخاصة؟,عشرة آلاف ريال.,تُقدّر التكاليف القضائية في الدعاوى غير محددة القيمة على النحو الآتي:  1- الدعاوى الجزائية الخاصة؛ عشرة آلاف ريال.  2- الدعاوى التي تُنظر لدى المحاكم التجارية والدوائر التجارية؛ خمسة آلاف ريال.  3- الدعاوى المستعجلة أيًا كانت المحكمة أو الدائرة التي تنظرها؛ ثلاثة آلاف ريال.  4- الدعاوى التي تُنظر لدى المحاكم العامة؛ ثلاثة آلاف ريال.  5- منازعات التنفيذ؛ ثلاثة آلاف ريال.  6- الدعاوى التي تُنظر لدى المحاكم العمالية والدوائر العمالية؛ ألفا ريال.,GroundTruthLLM | with Context
كم تبلغ قيمة التكاليف القضائية للدعاوى المستعجلة؟,تقدر قيمة التكاليف القضائية للدعاوى المستعجلة بثلاثة آلاف ريال، أيًا كانت المحكمة أو الدائرة التي تنظرها.,11,GroundTruthLLM,تُقدّر التكاليف القضائية في الدعاوى غير محددة القيمة على النحو الآتي:  1- الدعاوى الجزائية الخاصة؛ عشرة آلاف ريال.  2- الدعاوى التي تُنظر لدى المحاكم التجارية والدوائر التجارية؛ خمسة آلاف ريال.  3- الدعاوى المستعجلة أيًا كانت المحكمة أو الدائرة التي تنظرها؛ ثلاثة آلاف ريال.  4- الدعاوى التي تُنظر لدى المحاكم العامة؛ ثلاثة آلاف ريال.  5- منازعات التنفيذ؛ ثلاثة آلاف ريال.  6- الدعاوى التي تُنظر لدى المحاكم العمالية والدوائر العمالية؛ ألفا ريال.,تقدر قيمة التكاليف القضائية للدعاوى المستعجلة بثلاثة آلاف ريال، أيًا كانت المحكمة أو الدائرة التي تنظرها.,5,كم تبلغ قيمة التكاليف القضائية للدعاوى المستعجلة؟,تقدر قيمة التكاليف القضائية للدعاوى المستعجلة بثلاثة آلاف ريال، أيًا كانت المحكمة أو الدائرة التي تنظرها.,تُقدّر التكاليف القضائية في الدعاوى غير محددة القيمة على النحو الآتي:  1- الدعاوى الجزائية الخاصة؛ عشرة آلاف ريال.  2- الدعاوى التي تُنظر لدى المحاكم التجارية والدوائر التجارية؛ خمسة آلاف ريال.  3- الدعاوى المستعجلة أيًا كانت المحكمة أو الدائرة التي تنظرها؛ ثلاثة آلاف ريال.  4- الدعاوى التي تُنظر لدى المحاكم العامة؛ ثلاثة آلاف ريال.  5- منازعات التنفيذ؛ ثلاثة آلاف ريال.  6- الدعاوى التي تُنظر لدى المحاكم العمالية والدوائر العمالية؛ ألفا ريال.,GroundTruthLLM | with Context
كم تبلغ مدة الإفصاح للجهات المختصة أو المشرفة على تسجيل الأموال؟,على جميع الجهات المختصة أو المشرفة على تسجيل الأموال وعلى مدين المدين ومحاسب المدين وموظفيه الإفصاح عن أصول المدين بناء على أمر قاضي التنفيذ خلال مدة لا تتجاوز عشرة أيام من تاريخ إبلاغ تلك الجهات.,12,GroundTruthLLM,على جميع الجهات المختصة، أو المشرفة على تسجيل الأموال، وعلى مدين المدين، ومحاسب المدين، وموظفيه الإفصاح عن أصول المدين بناء على أمر قاضي التنفيذ خلال مدة لا تتجاوز عشرة أيام من تاريخ إبلاغ تلك الجهات .,على جميع الجهات المختصة أو المشرفة على تسجيل الأموال وعلى مدين المدين ومحاسب المدين وموظفيه الإفصاح عن أصول المدين بناء على أمر قاضي التنفيذ خلال مدة لا تتجاوز عشرة أيام من تاريخ إبلاغ تلك الجهات.,5,كم تبلغ مدة الإفصاح للجهات المختصة أو المشرفة على تسجيل الأموال؟,على جميع الجهات المختصة أو المشرفة على تسجيل الأموال وعلى مدين المدين ومحاسب المدين وموظفيه الإفصاح عن أصول المدين بناء على أمر قاضي التنفيذ خلال مدة لا تتجاوز عشرة أيام من تاريخ إبلاغ تلك الجهات.,على جميع الجهات المختصة، أو المشرفة على تسجيل الأموال، وعلى مدين المدين، ومحاسب المدين، وموظفيه الإفصاح عن أصول المدين بناء على أمر قاضي التنفيذ خلال مدة لا تتجاوز عشرة أيام من تاريخ إبلاغ تلك الجهات .,GroundTruthLLM | with Context
كم يبلغ مقدار التكاليف القضائية لطلبات التنفيذ المالية؟,تقدر التكاليف القضائية بنسبة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.,13,GroundTruthLLM,تُقدّر التكاليف القضائية لطلب التنفيذ المباشر بمبلغ قدره خمسمائة ريال، وفيما يتعلق بباقي طلبات التنفيذ، فتقدر التكاليف القضائية بنسبة اثنين في المائة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.  ويتحمل المنفذ ضده التكاليف القضائية لطلب التنفيذ ما لم يثبت أن طالب التنفيذ غير مستحق لمطالبته، فيتحمل طالب التنفيذ كامل التكاليف القضائية، وإذا كان طالب التنفيذ غير مستحق لجزء من مطالبته، فيتحمل من التكاليف القضائية بقدر هذا الجزء.,تقدر التكاليف القضائية بنسبة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.,5,كم يبلغ مقدار التكاليف القضائية لطلبات التنفيذ المالية؟,تقدر التكاليف القضائية بنسبة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.,تُقدّر التكاليف القضائية لطلب التنفيذ المباشر بمبلغ قدره خمسمائة ريال، وفيما يتعلق بباقي طلبات التنفيذ، فتقدر التكاليف القضائية بنسبة اثنين في المائة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.  ويتحمل المنفذ ضده التكاليف القضائية لطلب التنفيذ ما لم يثبت أن طالب التنفيذ غير مستحق لمطالبته، فيتحمل طالب التنفيذ كامل التكاليف القضائية، وإذا كان طالب التنفيذ غير مستحق لجزء من مطالبته، فيتحمل من التكاليف القضائية بقدر هذا الجزء.,GroundTruthLLM | with Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة أقل من مائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (5%).,14,GroundTruthLLM,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,تقدر التكاليف القضائية للدعوى بنسبة (5%).,5,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة أقل من مائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (5%).,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,GroundTruthLLM | with Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة مليون ريال فأعلى؟,تقدر التكاليف القضائية للدعوى بنسبة (2%).,15,GroundTruthLLM,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,تقدر التكاليف القضائية للدعوى بنسبة (2%).,5,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة مليون ريال فأعلى؟,تقدر التكاليف القضائية للدعوى بنسبة (2%).,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,GroundTruthLLM | with Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من خمسمائة ألف ريال إلى أقل من مليون ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (3%).,16,GroundTruthLLM,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,تقدر التكاليف القضائية للدعوى بنسبة (3%).,5,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من خمسمائة ألف ريال إلى أقل من مليون ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (3%).,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,GroundTruthLLM | with Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من مائة ألف ريال إلى أقل من خمسمائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (4%).,17,GroundTruthLLM,تُقدّر التكاليف القضائية في الدعاوى غير محددة القيمة على النحو الآتي:  1- الدعاوى الجزائية الخاصة؛ عشرة آلاف ريال.  2- الدعاوى التي تُنظر لدى المحاكم التجارية والدوائر التجارية؛ خمسة آلاف ريال.  3- الدعاوى المستعجلة أيًا كانت المحكمة أو الدائرة التي تنظرها؛ ثلاثة آلاف ريال.  4- الدعاوى التي تُنظر لدى المحاكم العامة؛ ثلاثة آلاف ريال.  5- منازعات التنفيذ؛ ثلاثة آلاف ريال.  6- الدعاوى التي تُنظر لدى المحاكم العمالية والدوائر العمالية؛ ألفا ريال.,تقدر التكاليف القضائية للدعوى بنسبة (4%).,5,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من مائة ألف ريال إلى أقل من خمسمائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (4%).,تُقدّر التكاليف القضائية في الدعاوى غير محددة القيمة على النحو الآتي:  1- الدعاوى الجزائية الخاصة؛ عشرة آلاف ريال.  2- الدعاوى التي تُنظر لدى المحاكم التجارية والدوائر التجارية؛ خمسة آلاف ريال.  3- الدعاوى المستعجلة أيًا كانت المحكمة أو الدائرة التي تنظرها؛ ثلاثة آلاف ريال.  4- الدعاوى التي تُنظر لدى المحاكم العامة؛ ثلاثة آلاف ريال.  5- منازعات التنفيذ؛ ثلاثة آلاف ريال.  6- الدعاوى التي تُنظر لدى المحاكم العمالية والدوائر العمالية؛ ألفا ريال.,GroundTruthLLM | with Context
كيف تنفذ القرارات والأحكام الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في النظام، إذا اقتضى ذلك الحجز على الأموال وبيعها؟,تنفذ الأحكام والقرارات الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في نظام التنفيذ، إذا اقتضى ذلك الحجز على الأموال وبيعها وإذا تضمن التنفيذ دفع أموال بشكل دوري فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,18,GroundTruthLLM,تنفذ القرارات والأحكام الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في هذا النظام، إذا اقتضى ذلك الحجز على الأموال وبيعها. وإذا تضمن التنفيذ دفع أموال بشكل دوري، فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,تنفذ الأحكام والقرارات الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في نظام التنفيذ، إذا اقتضى ذلك الحجز على الأموال وبيعها وإذا تضمن التنفيذ دفع أموال بشكل دوري فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,5,كيف تنفذ القرارات والأحكام الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في النظام، إذا اقتضى ذلك الحجز على الأموال وبيعها؟,تنفذ الأحكام والقرارات الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في نظام التنفيذ، إذا اقتضى ذلك الحجز على الأموال وبيعها وإذا تضمن التنفيذ دفع أموال بشكل دوري فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,تنفذ القرارات والأحكام الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في هذا النظام، إذا اقتضى ذلك الحجز على الأموال وبيعها. وإذا تضمن التنفيذ دفع أموال بشكل دوري، فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,GroundTruthLLM | with Context
كيف تنقضي الدعوى الجزائية العامة؟,وفقًا للمادة (٢٢) من نظام الإجراءات الجزائية، تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية: 1. صدور حكم نهائي. 2. عفو ولي الأمر فيما يدخله العفو. 3. ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة. 4. وفاة المتهم. ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,19,GroundTruthLLM,تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية:  1 - صدور حكم نهائي.  2 - عفو ولي الأمر فيما يدخله العفو.  3 - ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة.  4 - وفاة المتهم.  ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,وفقًا للمادة (٢٢) من نظام الإجراءات الجزائية، تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية: 1. صدور حكم نهائي. 2. عفو ولي الأمر فيما يدخله العفو. 3. ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة. 4. وفاة المتهم. ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,5,كيف تنقضي الدعوى الجزائية العامة؟,وفقًا للمادة (٢٢) من نظام الإجراءات الجزائية، تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية: 1. صدور حكم نهائي. 2. عفو ولي الأمر فيما يدخله العفو. 3. ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة. 4. وفاة المتهم. ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية:  1 - صدور حكم نهائي.  2 - عفو ولي الأمر فيما يدخله العفو.  3 - ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة.  4 - وفاة المتهم.  ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,GroundTruthLLM | with Context
كيف يتم احتساب التكاليف القضائية إذا انتهت الدعوى بالصلح؟,يتحمل أطراف الدعوى التكاليف القضائية بالتساوي، مالم يتفق على غير ذلك.,20,GroundTruthLLM,1.يتحمل المحكوم عليه قيمة التكاليف القضائية المقررة للدعوى والطلبات المتصلة بها أو قسطاً منها، ما لم ينص النظام أو اللائحة على غير ذلك، وذلك دون إخلال بحق ذوي الشأن في المطالبة بالتعويض. وفي حال كان المدعي غير محق في جزء من طلباته، فيتحمل قسط ذلك الجزء.  2.إذا انتهت الدعوى بالصلح فيتحمل أطراف الدعوى التكاليف القضائية بالتساوي، ما لم يتفقوا على غير ذلك.,يتحمل أطراف الدعوى التكاليف القضائية بالتساوي، مالم يتفق على غير ذلك.,5,كيف يتم احتساب التكاليف القضائية إذا انتهت الدعوى بالصلح؟,يتحمل أطراف الدعوى التكاليف القضائية بالتساوي، مالم يتفق على غير ذلك.,1.يتحمل المحكوم عليه قيمة التكاليف القضائية المقررة للدعوى والطلبات المتصلة بها أو قسطاً منها، ما لم ينص النظام أو اللائحة على غير ذلك، وذلك دون إخلال بحق ذوي الشأن في المطالبة بالتعويض. وفي حال كان المدعي غير محق في جزء من طلباته، فيتحمل قسط ذلك الجزء.  2.إذا انتهت الدعوى بالصلح فيتحمل أطراف الدعوى التكاليف القضائية بالتساوي، ما لم يتفقوا على غير ذلك.,GroundTruthLLM | with Context
كيف يمكن لمن هو دون (18) عامًا الزواج؟,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عامًا، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكرًا كان أو أنثى إذا كان بالغًا بعد التحقق من مصلحته في هذا الزواج.,21,GroundTruthLLM,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عاماً، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكراً كان أو أنثى إذا كان بالغاً بعد التحقق من مصلحته في هذا الزواج، وتبين لوائح هذا النظام الضوابط والإجراءات اللازمة لذلك.,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عامًا، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكرًا كان أو أنثى إذا كان بالغًا بعد التحقق من مصلحته في هذا الزواج.,5,كيف يمكن لمن هو دون (18) عامًا الزواج؟,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عامًا، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكرًا كان أو أنثى إذا كان بالغًا بعد التحقق من مصلحته في هذا الزواج.,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عاماً، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكراً كان أو أنثى إذا كان بالغاً بعد التحقق من مصلحته في هذا الزواج، وتبين لوائح هذا النظام الضوابط والإجراءات اللازمة لذلك.,GroundTruthLLM | with Context
ما المقصود بالاختصاص المكاني لدى محكمة التنفيذ؟,يكون الاختصاص المكاني لقاضي التنفيذ – بحسب الحال – كما يأتي: في دائرة المحكمة التي أصدرت السند التنفيذي، في مكان الجهة التي أنشئ المحرر في منطقتها، في موطن المدين، في موطن عقار المدين، أو أمواله المنقولة.,22,GroundTruthLLM,يكون الاختصاص المكاني لقاضي التنفيذ - بحسب الحال - كما يأتي :  1 - في دائرة المحكمة التي أصدرت السند التنفيذي.  2 - في مكان الجهة التي أنشئ المحرر في منطقتها.  3 - في موطن المدين.  4 - في موطن عقار المدين، أو أمواله المنقولة.  وتحدد اللائحة الأحكام اللازمة لهذه المادة.,يكون الاختصاص المكاني لقاضي التنفيذ – بحسب الحال – كما يأتي: في دائرة المحكمة التي أصدرت السند التنفيذي، في مكان الجهة التي أنشئ المحرر في منطقتها، في موطن المدين، في موطن عقار المدين، أو أمواله المنقولة.,5,ما المقصود بالاختصاص المكاني لدى محكمة التنفيذ؟,يكون الاختصاص المكاني لقاضي التنفيذ – بحسب الحال – كما يأتي: في دائرة المحكمة التي أصدرت السند التنفيذي، في مكان الجهة التي أنشئ المحرر في منطقتها، في موطن المدين، في موطن عقار المدين، أو أمواله المنقولة.,يكون الاختصاص المكاني لقاضي التنفيذ - بحسب الحال - كما يأتي :  1 - في دائرة المحكمة التي أصدرت السند التنفيذي.  2 - في مكان الجهة التي أنشئ المحرر في منطقتها.  3 - في موطن المدين.  4 - في موطن عقار المدين، أو أمواله المنقولة.  وتحدد اللائحة الأحكام اللازمة لهذه المادة.,GroundTruthLLM | with Context
